Evaluate inference time cost...
get Get outputs
start to dump
start to json
Node Name                                  Ops                                        Time(us)  Time(%)  Shape              Inputs  Outputs  
tvmgen_default_fused_sqrt_41               tvmgen_default_fused_sqrt_4                9.548     0.143    (512,)             1       1        
tvmgen_default_fused_add_1                 tvmgen_default_fused_add_1                 9.529     0.142    (3,)               2       1        
tvmgen_default_fused_multiply_5            tvmgen_default_fused_multiply_5            9.516     0.142    (128,)             2       1        
tvmgen_default_fused_divide_11             tvmgen_default_fused_divide_1              9.511     0.142    (64,)              2       1        
tvmgen_default_fused_add_34                tvmgen_default_fused_add_3                 9.506     0.142    (64,)              2       1        
tvmgen_default_fused_sqrt                  tvmgen_default_fused_sqrt                  9.498     0.142    (3,)               1       1        
tvmgen_default_fused_add_171               tvmgen_default_fused_add_17                9.494     0.142    (512,)             2       1        
tvmgen_default_fused_multiply_102          tvmgen_default_fused_multiply_10           9.474     0.142    (1, 512, 7, 7)     2       1        
tvmgen_default_fused_multiply_103          tvmgen_default_fused_multiply_10           9.472     0.142    (1, 512, 7, 7)     2       1        
tvmgen_default_fused_multiply_92           tvmgen_default_fused_multiply_9            9.464     0.141    (512,)             2       1        
tvmgen_default_fused_add                   tvmgen_default_fused_add                   9.463     0.141    (3,)               2       1        
tvmgen_default_fused_sqrt_31               tvmgen_default_fused_sqrt_3                9.44      0.141    (256,)             1       1        
tvmgen_default_fused_negative_1            tvmgen_default_fused_negative_1            9.432     0.141    (64,)              1       1        
tvmgen_default_fused_add_17                tvmgen_default_fused_add_17                9.429     0.141    (512,)             2       1        
tvmgen_default_fused_sqrt_1                tvmgen_default_fused_sqrt_1                9.422     0.141    (64,)              1       1        
tvmgen_default_fused_add_161               tvmgen_default_fused_add_16                9.421     0.141    (512,)             2       1        
tvmgen_default_fused_negative              tvmgen_default_fused_negative              9.418     0.141    (3,)               1       1        
tvmgen_default_fused_add_32                tvmgen_default_fused_add_3                 9.403     0.141    (64,)              2       1        
tvmgen_default_fused_multiply_74           tvmgen_default_fused_multiply_7            9.399     0.14     (256,)             2       1        
tvmgen_default_fused_negative_4            tvmgen_default_fused_negative_4            9.398     0.14     (512,)             1       1        
tvmgen_default_fused_add_35                tvmgen_default_fused_add_3                 9.397     0.14     (64,)              2       1        
tvmgen_default_fused_negative_41           tvmgen_default_fused_negative_4            9.397     0.14     (512,)             1       1        
tvmgen_default_fused_sqrt_2                tvmgen_default_fused_sqrt_2                9.394     0.14     (128,)             1       1        
tvmgen_default_fused_sqrt_3                tvmgen_default_fused_sqrt_3                9.393     0.14     (256,)             1       1        
tvmgen_default_fused_add_8                 tvmgen_default_fused_add_8                 9.392     0.14     (128,)             2       1        
tvmgen_default_fused_multiply_56           tvmgen_default_fused_multiply_5            9.382     0.14     (128,)             2       1        
tvmgen_default_fused_multiply_7            tvmgen_default_fused_multiply_7            9.375     0.14     (256,)             2       1        
tvmgen_default_fused_nn_relu_42            tvmgen_default_fused_nn_relu_4             9.375     0.14     (1, 512, 7, 7)     1       1        
tvmgen_default_fused_multiply_9            tvmgen_default_fused_multiply_9            9.363     0.14     (512,)             2       1        
tvmgen_default_fused_negative_22           tvmgen_default_fused_negative_2            9.355     0.14     (128,)             1       1        
tvmgen_default_fused_add_31                tvmgen_default_fused_add_3                 9.354     0.14     (64,)              2       1        
tvmgen_default_fused_add_82                tvmgen_default_fused_add_8                 9.349     0.14     (128,)             2       1        
tvmgen_default_fused_nn_relu_43            tvmgen_default_fused_nn_relu_4             9.348     0.14     (1, 512, 7, 7)     1       1        
tvmgen_default_fused_multiply_94           tvmgen_default_fused_multiply_9            9.345     0.14     (512,)             2       1        
tvmgen_default_fused_negative_33           tvmgen_default_fused_negative_3            9.324     0.139    (256,)             1       1        
tvmgen_default_fused_add_3                 tvmgen_default_fused_add_3                 9.322     0.139    (64,)              2       1        
tvmgen_default_fused_add_13                tvmgen_default_fused_add_13                9.309     0.139    (256,)             2       1        
tvmgen_default_fused_sqrt_43               tvmgen_default_fused_sqrt_4                9.309     0.139    (512,)             1       1        
tvmgen_default_fused_negative_32           tvmgen_default_fused_negative_3            9.304     0.139    (256,)             1       1        
tvmgen_default_fused_sqrt_42               tvmgen_default_fused_sqrt_4                9.293     0.139    (512,)             1       1        
tvmgen_default_fused_add_4                 tvmgen_default_fused_add_4                 9.292     0.139    (64,)              2       1        
tvmgen_default_fused_add_173               tvmgen_default_fused_add_17                9.284     0.139    (512,)             2       1        
tvmgen_default_fused_multiply_96           tvmgen_default_fused_multiply_9            9.277     0.139    (512,)             2       1        
tvmgen_default_fused_multiply_2            tvmgen_default_fused_multiply_2            9.271     0.139    (64,)              2       1        
tvmgen_default_fused_sqrt_15               tvmgen_default_fused_sqrt_1                9.254     0.138    (64,)              1       1        
tvmgen_default_fused_add_172               tvmgen_default_fused_add_17                9.246     0.138    (512,)             2       1        
tvmgen_default_fused_sqrt_21               tvmgen_default_fused_sqrt_2                9.243     0.138    (128,)             1       1        
tvmgen_default_fused_add_93                tvmgen_default_fused_add_9                 9.239     0.138    (128,)             2       1        
tvmgen_default_fused_negative_14           tvmgen_default_fused_negative_1            9.238     0.138    (64,)              1       1        
tvmgen_default_fused_multiply_76           tvmgen_default_fused_multiply_7            9.238     0.138    (256,)             2       1        
tvmgen_default_fused_add_9                 tvmgen_default_fused_add_9                 9.237     0.138    (128,)             2       1        
tvmgen_default_fused_multiply_22           tvmgen_default_fused_multiply_2            9.234     0.138    (64,)              2       1        
tvmgen_default_fused_negative_15           tvmgen_default_fused_negative_1            9.233     0.138    (64,)              1       1        
tvmgen_default_fused_add_163               tvmgen_default_fused_add_16                9.23      0.138    (512,)             2       1        
tvmgen_default_fused_sqrt_23               tvmgen_default_fused_sqrt_2                9.226     0.138    (128,)             1       1        
tvmgen_default_fused_negative_42           tvmgen_default_fused_negative_4            9.226     0.138    (512,)             1       1        
tvmgen_default_fused_sqrt_22               tvmgen_default_fused_sqrt_2                9.225     0.138    (128,)             1       1        
tvmgen_default_fused_add_45                tvmgen_default_fused_add_4                 9.223     0.138    (64,)              2       1        
tvmgen_default_fused_negative_2            tvmgen_default_fused_negative_2            9.22      0.138    (128,)             1       1        
tvmgen_default_fused_add_41                tvmgen_default_fused_add_4                 9.218     0.138    (64,)              2       1        
tvmgen_default_fused_negative_13           tvmgen_default_fused_negative_1            9.215     0.138    (64,)              1       1        
tvmgen_default_fused_negative_31           tvmgen_default_fused_negative_3            9.214     0.138    (256,)             1       1        
tvmgen_default_fused_nn_batch_flatten      tvmgen_default_fused_nn_batch_flatten      9.213     0.138    (1, 512)           1       1        
tvmgen_default_fused_add_12                tvmgen_default_fused_add_12                9.211     0.138    (256,)             2       1        
tvmgen_default_fused_add_43                tvmgen_default_fused_add_4                 9.21      0.138    (64,)              2       1        
tvmgen_default_fused_sqrt_33               tvmgen_default_fused_sqrt_3                9.207     0.138    (256,)             1       1        
tvmgen_default_fused_multiply_24           tvmgen_default_fused_multiply_2            9.198     0.137    (64,)              2       1        
tvmgen_default_fused_sqrt_13               tvmgen_default_fused_sqrt_1                9.195     0.137    (64,)              1       1        
tvmgen_default_fused_add_42                tvmgen_default_fused_add_4                 9.193     0.137    (64,)              2       1        
tvmgen_default_fused_negative_21           tvmgen_default_fused_negative_2            9.189     0.137    (128,)             1       1        
tvmgen_default_fused_negative_3            tvmgen_default_fused_negative_3            9.186     0.137    (256,)             1       1        
tvmgen_default_fused_add_123               tvmgen_default_fused_add_12                9.178     0.137    (256,)             2       1        
tvmgen_default_fused_negative_11           tvmgen_default_fused_negative_1            9.177     0.137    (64,)              1       1        
tvmgen_default_fused_add_131               tvmgen_default_fused_add_13                9.176     0.137    (256,)             2       1        
tvmgen_default_fused_multiply_93           tvmgen_default_fused_multiply_9            9.176     0.137    (512,)             2       1        
tvmgen_default_fused_multiply_28           tvmgen_default_fused_multiply_2            9.173     0.137    (64,)              2       1        
tvmgen_default_fused_multiply_91           tvmgen_default_fused_multiply_9            9.169     0.137    (512,)             2       1        
tvmgen_default_fused_add_132               tvmgen_default_fused_add_13                9.165     0.137    (256,)             2       1        
tvmgen_default_fused_add_33                tvmgen_default_fused_add_3                 9.163     0.137    (64,)              2       1        
tvmgen_default_fused_add_92                tvmgen_default_fused_add_9                 9.163     0.137    (128,)             2       1        
tvmgen_default_fused_sqrt_32               tvmgen_default_fused_sqrt_3                9.16      0.137    (256,)             1       1        
tvmgen_default_fused_add_91                tvmgen_default_fused_add_9                 9.155     0.137    (128,)             2       1        
tvmgen_default_fused_add_83                tvmgen_default_fused_add_8                 9.155     0.137    (128,)             2       1        
tvmgen_default_fused_add_44                tvmgen_default_fused_add_4                 9.147     0.137    (64,)              2       1        
tvmgen_default_fused_multiply_71           tvmgen_default_fused_multiply_7            9.146     0.137    (256,)             2       1        
tvmgen_default_fused_sqrt_11               tvmgen_default_fused_sqrt_1                9.142     0.137    (64,)              1       1        
tvmgen_default_fused_add_81                tvmgen_default_fused_add_8                 9.133     0.136    (128,)             2       1        
tvmgen_default_fused_multiply_75           tvmgen_default_fused_multiply_7            9.129     0.136    (256,)             2       1        
tvmgen_default_fused_multiply_52           tvmgen_default_fused_multiply_5            9.119     0.136    (128,)             2       1        
tvmgen_default_fused_multiply_1            tvmgen_default_fused_multiply_1            9.118     0.136    (3,)               2       1        
tvmgen_default_fused_multiply_97           tvmgen_default_fused_multiply_9            9.114     0.136    (512,)             2       1        
tvmgen_default_fused_multiply_26           tvmgen_default_fused_multiply_2            9.109     0.136    (64,)              2       1        
tvmgen_default_fused_multiply_210          tvmgen_default_fused_multiply_2            9.107     0.136    (64,)              2       1        
tvmgen_default_fused_add_121               tvmgen_default_fused_add_12                9.1       0.136    (256,)             2       1        
tvmgen_default_fused_multiply_54           tvmgen_default_fused_multiply_5            9.068     0.136    (128,)             2       1        
tvmgen_default_fused_multiply_95           tvmgen_default_fused_multiply_9            9.06      0.135    (512,)             2       1        
tvmgen_default_fused_multiply_21           tvmgen_default_fused_multiply_2            9.037     0.135    (64,)              2       1        
tvmgen_default_fused_multiply_57           tvmgen_default_fused_multiply_5            8.95      0.134    (128,)             2       1        
tvmgen_default_fused_multiply_27           tvmgen_default_fused_multiply_2            8.925     0.133    (64,)              2       1        
tvmgen_default_fused_multiply_23           tvmgen_default_fused_multiply_2            8.919     0.133    (64,)              2       1        
tvmgen_default_fused_multiply_211          tvmgen_default_fused_multiply_2            8.906     0.133    (64,)              2       1        
tvmgen_default_fused_multiply_77           tvmgen_default_fused_multiply_7            8.905     0.133    (256,)             2       1        
tvmgen_default_fused_multiply_29           tvmgen_default_fused_multiply_2            8.893     0.133    (64,)              2       1        
tvmgen_default_fused_multiply_25           tvmgen_default_fused_multiply_2            8.89      0.133    (64,)              2       1        
tvmgen_default_fused_multiply_55           tvmgen_default_fused_multiply_5            8.888     0.133    (128,)             2       1        
tvmgen_default_fused_multiply_51           tvmgen_default_fused_multiply_5            8.884     0.133    (128,)             2       1        
tvmgen_default_fused_multiply_53           tvmgen_default_fused_multiply_5            8.852     0.132    (128,)             2       1        
tvmgen_default_fused_multiply_73           tvmgen_default_fused_multiply_7            8.831     0.132    (256,)             2       1        
reshape_nop                                __nop                                      1.264     0.019    (128, 1, 1)        1       1        
reshape_nop                                __nop                                      1.185     0.018    (256, 1, 1)        1       1        
reshape_nop                                __nop                                      1.171     0.017    (512, 1, 1)        1       1        
reshape_nop                                __nop                                      1.158     0.017    (64, 1, 1)         1       1        
reshape_nop                                __nop                                      1.157     0.017    (512, 1, 1)        1       1        
reshape_nop                                __nop                                      1.156     0.017    (256, 1, 1)        1       1        
reshape_nop                                __nop                                      1.155     0.017    (256, 1, 1)        1       1        
reshape_nop                                __nop                                      1.154     0.017    (256, 1, 1)        1       1        
reshape_nop                                __nop                                      1.154     0.017    (512, 1, 1)        1       1        
reshape_nop                                __nop                                      1.154     0.017    (512, 1, 1)        1       1        
reshape_nop                                __nop                                      1.152     0.017    (256, 1, 1)        1       1        
reshape_nop                                __nop                                      1.152     0.017    (512, 1, 1)        1       1        
reshape_nop                                __nop                                      1.151     0.017    (512, 1, 1)        1       1        
reshape_nop                                __nop                                      1.151     0.017    (512, 1, 1)        1       1        
reshape_nop                                __nop                                      1.15      0.017    (64, 1, 1)         1       1        
reshape_nop                                __nop                                      1.15      0.017    (128, 1, 1)        1       1        
reshape_nop                                __nop                                      1.15      0.017    (256, 1, 1)        1       1        
reshape_nop                                __nop                                      1.148     0.017    (3, 1, 1)          1       1        
reshape_nop                                __nop                                      1.147     0.017    (128, 1, 1)        1       1        
reshape_nop                                __nop                                      1.147     0.017    (256, 1, 1)        1       1        
reshape_nop                                __nop                                      1.146     0.017    (64, 1, 1)         1       1        
reshape_nop                                __nop                                      1.146     0.017    (128, 1, 1)        1       1        
reshape_nop                                __nop                                      1.145     0.017    (3, 1, 1)          1       1        
reshape_nop                                __nop                                      1.145     0.017    (128, 1, 1)        1       1        
reshape_nop                                __nop                                      1.144     0.017    (64, 1, 1)         1       1        
reshape_nop                                __nop                                      1.144     0.017    (64, 1, 1)         1       1        
reshape_nop                                __nop                                      1.144     0.017    (64, 1, 1)         1       1        
reshape_nop                                __nop                                      1.144     0.017    (128, 1, 1)        1       1        
reshape_nop                                __nop                                      1.143     0.017    (64, 1, 1)         1       1        
reshape_nop                                __nop                                      1.143     0.017    (256, 1, 1)        1       1        
reshape_nop                                __nop                                      1.142     0.017    (64, 1, 1)         1       1        
reshape_nop                                __nop                                      1.142     0.017    (512, 1, 1)        1       1        
reshape_nop                                __nop                                      1.141     0.017    (64, 1, 1)         1       1        
reshape_nop                                __nop                                      1.14      0.017    (128, 1, 1)        1       1        
reshape_nop                                __nop                                      1.139     0.017    (64, 1, 1)         1       1        
reshape_nop                                __nop                                      1.137     0.017    (64, 1, 1)         1       1        
reshape_nop                                __nop                                      1.137     0.017    (64, 1, 1)         1       1        
reshape_nop                                __nop                                      1.133     0.017    (128, 1, 1)        1       1        
Total_time                                 -                                          6691.232  -        -                  -       -        
Evaluate inference time cost...
get Get outputs
start to dump
start to json
Node Name                                 Ops                                     Time(us)   Time(%)  Shape              Inputs  Outputs  
---------                                 ---                                     --------   -------  -----              ------  -------  
tvmgen_default_fused_nn_dense_220         tvmgen_default_fused_nn_dense_2         8262.19    1.786    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense_25          tvmgen_default_fused_nn_dense_2         8261.36    1.786    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense_210         tvmgen_default_fused_nn_dense_2         8261.21    1.786    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense_215         tvmgen_default_fused_nn_dense_2         8259.69    1.786    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense_217         tvmgen_default_fused_nn_dense_2         8258.92    1.786    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense_27          tvmgen_default_fused_nn_dense_2         8258.88    1.786    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense_212         tvmgen_default_fused_nn_dense_2         8258.71    1.785    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense_2           tvmgen_default_fused_nn_dense_2         8256.91    1.785    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense_222         tvmgen_default_fused_nn_dense_2         8256.33    1.785    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense_22          tvmgen_default_fused_nn_dense_2         8255.58    1.785    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense_23          tvmgen_default_fused_nn_dense_2         8249.64    1.784    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense_28          tvmgen_default_fused_nn_dense_2         8248.31    1.783    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense_213         tvmgen_default_fused_nn_dense_2         8246.39    1.783    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense_223         tvmgen_default_fused_nn_dense_2         8244.13    1.782    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense_218         tvmgen_default_fused_nn_dense_2         8243.18    1.782    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense_24          tvmgen_default_fused_nn_dense_2         8237.47    1.781    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense_214         tvmgen_default_fused_nn_dense_2         8236.66    1.781    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense_29          tvmgen_default_fused_nn_dense_2         8233.85    1.78     (128, 1024)        2       1        
tvmgen_default_fused_nn_dense_219         tvmgen_default_fused_nn_dense_2         8231.53    1.78     (128, 1024)        2       1        
tvmgen_default_fused_nn_dense_26          tvmgen_default_fused_nn_dense_2         8229.89    1.779    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense_221         tvmgen_default_fused_nn_dense_2         8228.61    1.779    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense_211         tvmgen_default_fused_nn_dense_2         8228.54    1.779    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense_216         tvmgen_default_fused_nn_dense_2         8228.28    1.779    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense_21          tvmgen_default_fused_nn_dense_2         8228.02    1.779    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense_11          tvmgen_default_fused_nn_dense_1         8073.26    1.745    (128, 4096)        2       1        
tvmgen_default_fused_nn_dense_121         tvmgen_default_fused_nn_dense_1         8073.09    1.745    (128, 4096)        2       1        
tvmgen_default_fused_nn_dense_123         tvmgen_default_fused_nn_dense_1         8072.62    1.745    (128, 4096)        2       1        
tvmgen_default_fused_nn_dense_16          tvmgen_default_fused_nn_dense_1         8071.95    1.745    (128, 4096)        2       1        
tvmgen_default_fused_nn_dense_15          tvmgen_default_fused_nn_dense_1         8071.82    1.745    (128, 4096)        2       1        
tvmgen_default_fused_nn_dense_14          tvmgen_default_fused_nn_dense_1         8071.76    1.745    (128, 4096)        2       1        
tvmgen_default_fused_nn_dense_17          tvmgen_default_fused_nn_dense_1         8071.42    1.745    (128, 4096)        2       1        
tvmgen_default_fused_nn_dense_112         tvmgen_default_fused_nn_dense_1         8071.1     1.745    (128, 4096)        2       1        
tvmgen_default_fused_nn_dense_118         tvmgen_default_fused_nn_dense_1         8070.84    1.745    (128, 4096)        2       1        
tvmgen_default_fused_nn_dense_114         tvmgen_default_fused_nn_dense_1         8070.66    1.745    (128, 4096)        2       1        
tvmgen_default_fused_nn_dense_12          tvmgen_default_fused_nn_dense_1         8070.63    1.745    (128, 4096)        2       1        
tvmgen_default_fused_nn_dense_122         tvmgen_default_fused_nn_dense_1         8070.05    1.745    (128, 4096)        2       1        
tvmgen_default_fused_nn_dense_120         tvmgen_default_fused_nn_dense_1         8069.84    1.745    (128, 4096)        2       1        
tvmgen_default_fused_nn_dense_111         tvmgen_default_fused_nn_dense_1         8069.82    1.745    (128, 4096)        2       1        
tvmgen_default_fused_nn_dense_117         tvmgen_default_fused_nn_dense_1         8069.14    1.744    (128, 4096)        2       1        
tvmgen_default_fused_nn_dense_110         tvmgen_default_fused_nn_dense_1         8069.03    1.744    (128, 4096)        2       1        
tvmgen_default_fused_nn_dense_18          tvmgen_default_fused_nn_dense_1         8068.92    1.744    (128, 4096)        2       1        
tvmgen_default_fused_nn_dense_119         tvmgen_default_fused_nn_dense_1         8068.79    1.744    (128, 4096)        2       1        
tvmgen_default_fused_nn_dense_116         tvmgen_default_fused_nn_dense_1         8068.76    1.744    (128, 4096)        2       1        
tvmgen_default_fused_nn_dense_113         tvmgen_default_fused_nn_dense_1         8068.58    1.744    (128, 4096)        2       1        
tvmgen_default_fused_nn_dense_19          tvmgen_default_fused_nn_dense_1         8068.19    1.744    (128, 4096)        2       1        
tvmgen_default_fused_nn_dense_13          tvmgen_default_fused_nn_dense_1         8068.1     1.744    (128, 4096)        2       1        
tvmgen_default_fused_nn_dense_115         tvmgen_default_fused_nn_dense_1         8067.49    1.744    (128, 4096)        2       1        
tvmgen_default_fused_nn_dense_1           tvmgen_default_fused_nn_dense_1         8067.0     1.744    (128, 4096)        2       1        
tvmgen_default_fused_nn_dense22           tvmgen_default_fused_nn_dense           561.228    0.121    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense26           tvmgen_default_fused_nn_dense           560.691    0.121    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense14           tvmgen_default_fused_nn_dense           560.684    0.121    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense20           tvmgen_default_fused_nn_dense           560.593    0.121    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense24           tvmgen_default_fused_nn_dense           560.033    0.121    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense38           tvmgen_default_fused_nn_dense           559.71     0.121    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense12           tvmgen_default_fused_nn_dense           559.693    0.121    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense18           tvmgen_default_fused_nn_dense           559.536    0.121    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense10           tvmgen_default_fused_nn_dense           559.424    0.121    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense8            tvmgen_default_fused_nn_dense           558.671    0.121    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense36           tvmgen_default_fused_nn_dense           558.559    0.121    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense16           tvmgen_default_fused_nn_dense           558.524    0.121    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense30           tvmgen_default_fused_nn_dense           558.451    0.121    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense23           tvmgen_default_fused_nn_dense           557.754    0.121    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense28           tvmgen_default_fused_nn_dense           557.456    0.121    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense27           tvmgen_default_fused_nn_dense           557.166    0.12     (128, 1024)        2       1        
tvmgen_default_fused_nn_dense15           tvmgen_default_fused_nn_dense           556.955    0.12     (128, 1024)        2       1        
tvmgen_default_fused_nn_dense42           tvmgen_default_fused_nn_dense           556.949    0.12     (128, 1024)        2       1        
tvmgen_default_fused_nn_dense34           tvmgen_default_fused_nn_dense           556.566    0.12     (128, 1024)        2       1        
tvmgen_default_fused_nn_dense40           tvmgen_default_fused_nn_dense           556.084    0.12     (128, 1024)        2       1        
tvmgen_default_fused_nn_dense39           tvmgen_default_fused_nn_dense           556.039    0.12     (128, 1024)        2       1        
tvmgen_default_fused_nn_dense32           tvmgen_default_fused_nn_dense           555.888    0.12     (128, 1024)        2       1        
tvmgen_default_fused_nn_dense19           tvmgen_default_fused_nn_dense           555.84     0.12     (128, 1024)        2       1        
tvmgen_default_fused_nn_dense11           tvmgen_default_fused_nn_dense           555.76     0.12     (128, 1024)        2       1        
tvmgen_default_fused_nn_dense46           tvmgen_default_fused_nn_dense           555.305    0.12     (128, 1024)        2       1        
tvmgen_default_fused_nn_dense50           tvmgen_default_fused_nn_dense           554.621    0.12     (128, 1024)        2       1        
tvmgen_default_fused_nn_dense44           tvmgen_default_fused_nn_dense           554.604    0.12     (128, 1024)        2       1        
tvmgen_default_fused_nn_dense31           tvmgen_default_fused_nn_dense           554.334    0.12     (128, 1024)        2       1        
tvmgen_default_fused_nn_dense48           tvmgen_default_fused_nn_dense           553.889    0.12     (128, 1024)        2       1        
tvmgen_default_fused_nn_dense58           tvmgen_default_fused_nn_dense           553.848    0.12     (128, 1024)        2       1        
tvmgen_default_fused_nn_dense62           tvmgen_default_fused_nn_dense           553.542    0.12     (128, 1024)        2       1        
tvmgen_default_fused_nn_dense43           tvmgen_default_fused_nn_dense           553.484    0.12     (128, 1024)        2       1        
tvmgen_default_fused_nn_dense35           tvmgen_default_fused_nn_dense           553.018    0.12     (128, 1024)        2       1        
tvmgen_default_fused_nn_dense56           tvmgen_default_fused_nn_dense           552.746    0.119    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense54           tvmgen_default_fused_nn_dense           552.426    0.119    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense60           tvmgen_default_fused_nn_dense           552.42     0.119    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense6            tvmgen_default_fused_nn_dense           552.223    0.119    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense21           tvmgen_default_fused_nn_dense           552.21     0.119    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense52           tvmgen_default_fused_nn_dense           551.917    0.119    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense2            tvmgen_default_fused_nn_dense           551.683    0.119    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense47           tvmgen_default_fused_nn_dense           551.541    0.119    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense25           tvmgen_default_fused_nn_dense           551.492    0.119    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense             tvmgen_default_fused_nn_dense           551.457    0.119    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense4            tvmgen_default_fused_nn_dense           551.409    0.119    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense64           tvmgen_default_fused_nn_dense           551.407    0.119    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense13           tvmgen_default_fused_nn_dense           551.272    0.119    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense51           tvmgen_default_fused_nn_dense           551.221    0.119    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense78           tvmgen_default_fused_nn_dense           551.023    0.119    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense74           tvmgen_default_fused_nn_dense           550.903    0.119    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense86           tvmgen_default_fused_nn_dense           550.837    0.119    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense66           tvmgen_default_fused_nn_dense           550.774    0.119    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense70           tvmgen_default_fused_nn_dense           550.548    0.119    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense9            tvmgen_default_fused_nn_dense           550.54     0.119    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense37           tvmgen_default_fused_nn_dense           550.514    0.119    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense68           tvmgen_default_fused_nn_dense           550.299    0.119    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense84           tvmgen_default_fused_nn_dense           550.272    0.119    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense82           tvmgen_default_fused_nn_dense           550.195    0.119    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense76           tvmgen_default_fused_nn_dense           550.178    0.119    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense59           tvmgen_default_fused_nn_dense           550.107    0.119    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense17           tvmgen_default_fused_nn_dense           550.083    0.119    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense94           tvmgen_default_fused_nn_dense           549.96     0.119    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense90           tvmgen_default_fused_nn_dense           549.706    0.119    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense72           tvmgen_default_fused_nn_dense           549.641    0.119    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense80           tvmgen_default_fused_nn_dense           549.551    0.119    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense92           tvmgen_default_fused_nn_dense           549.258    0.119    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense29           tvmgen_default_fused_nn_dense           549.182    0.119    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense88           tvmgen_default_fused_nn_dense           548.926    0.119    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense55           tvmgen_default_fused_nn_dense           548.747    0.119    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense63           tvmgen_default_fused_nn_dense           548.64     0.119    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense75           tvmgen_default_fused_nn_dense           547.897    0.118    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense41           tvmgen_default_fused_nn_dense           547.829    0.118    (128, 1024)        2       1        
