Evaluate inference time cost...
get Get outputs
start to dump
start to json
Node Name                                  Ops                                        Time(us)  Time(%)  Shape              Inputs  Outputs  
tvmgen_default_fused_nn_dense33           tvmgen_default_fused_nn_dense           547.796    0.118    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense87           tvmgen_default_fused_nn_dense           547.536    0.118    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense67           tvmgen_default_fused_nn_dense           547.391    0.118    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense79           tvmgen_default_fused_nn_dense           547.227    0.118    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense71           tvmgen_default_fused_nn_dense           547.085    0.118    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense83           tvmgen_default_fused_nn_dense           546.666    0.118    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense95           tvmgen_default_fused_nn_dense           546.463    0.118    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense91           tvmgen_default_fused_nn_dense           546.456    0.118    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense45           tvmgen_default_fused_nn_dense           546.17     0.118    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense49           tvmgen_default_fused_nn_dense           546.023    0.118    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense1            tvmgen_default_fused_nn_dense           545.064    0.118    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense57           tvmgen_default_fused_nn_dense           544.812    0.118    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense61           tvmgen_default_fused_nn_dense           544.052    0.118    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense5            tvmgen_default_fused_nn_dense           543.56     0.118    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense53           tvmgen_default_fused_nn_dense           543.296    0.117    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense65           tvmgen_default_fused_nn_dense           542.965    0.117    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense7            tvmgen_default_fused_nn_dense           542.452    0.117    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense69           tvmgen_default_fused_nn_dense           542.327    0.117    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense77           tvmgen_default_fused_nn_dense           541.967    0.117    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense3            tvmgen_default_fused_nn_dense           541.886    0.117    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense85           tvmgen_default_fused_nn_dense           541.732    0.117    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense81           tvmgen_default_fused_nn_dense           541.658    0.117    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense73           tvmgen_default_fused_nn_dense           541.187    0.117    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense93           tvmgen_default_fused_nn_dense           541.039    0.117    (128, 1024)        2       1        
tvmgen_default_fused_nn_dense89           tvmgen_default_fused_nn_dense           540.796    0.117    (128, 1024)        2       1        
tvmgen_default_fused_nn_softmax5          tvmgen_default_fused_nn_softmax         233.267    0.05     (1, 16, 128, 128)  1       1        
tvmgen_default_fused_nn_softmax6          tvmgen_default_fused_nn_softmax         232.805    0.05     (1, 16, 128, 128)  1       1        
tvmgen_default_fused_nn_softmax3          tvmgen_default_fused_nn_softmax         232.718    0.05     (1, 16, 128, 128)  1       1        
tvmgen_default_fused_nn_softmax9          tvmgen_default_fused_nn_softmax         232.591    0.05     (1, 16, 128, 128)  1       1        
tvmgen_default_fused_nn_softmax4          tvmgen_default_fused_nn_softmax         232.484    0.05     (1, 16, 128, 128)  1       1        
tvmgen_default_fused_nn_softmax2          tvmgen_default_fused_nn_softmax         232.381    0.05     (1, 16, 128, 128)  1       1        
tvmgen_default_fused_nn_softmax7          tvmgen_default_fused_nn_softmax         232.074    0.05     (1, 16, 128, 128)  1       1        
tvmgen_default_fused_nn_softmax10         tvmgen_default_fused_nn_softmax         231.38     0.05     (1, 16, 128, 128)  1       1        
tvmgen_default_fused_nn_softmax8          tvmgen_default_fused_nn_softmax         231.158    0.05     (1, 16, 128, 128)  1       1        
tvmgen_default_fused_nn_softmax11         tvmgen_default_fused_nn_softmax         230.548    0.05     (1, 16, 128, 128)  1       1        
tvmgen_default_fused_nn_softmax12         tvmgen_default_fused_nn_softmax         230.285    0.05     (1, 16, 128, 128)  1       1        
tvmgen_default_fused_nn_softmax           tvmgen_default_fused_nn_softmax         230.08     0.05     (1, 16, 128, 128)  1       1        
tvmgen_default_fused_nn_softmax15         tvmgen_default_fused_nn_softmax         229.897    0.05     (1, 16, 128, 128)  1       1        
tvmgen_default_fused_nn_softmax14         tvmgen_default_fused_nn_softmax         229.739    0.05     (1, 16, 128, 128)  1       1        
tvmgen_default_fused_nn_softmax1          tvmgen_default_fused_nn_softmax         229.595    0.05     (1, 16, 128, 128)  1       1        
tvmgen_default_fused_nn_softmax13         tvmgen_default_fused_nn_softmax         229.351    0.05     (1, 16, 128, 128)  1       1        
tvmgen_default_fused_nn_softmax16         tvmgen_default_fused_nn_softmax         229.047    0.05     (1, 16, 128, 128)  1       1        
tvmgen_default_fused_nn_softmax17         tvmgen_default_fused_nn_softmax         228.971    0.05     (1, 16, 128, 128)  1       1        
tvmgen_default_fused_nn_softmax21         tvmgen_default_fused_nn_softmax         228.819    0.049    (1, 16, 128, 128)  1       1        
tvmgen_default_fused_nn_softmax19         tvmgen_default_fused_nn_softmax         228.737    0.049    (1, 16, 128, 128)  1       1        
tvmgen_default_fused_nn_softmax18         tvmgen_default_fused_nn_softmax         228.267    0.049    (1, 16, 128, 128)  1       1        
tvmgen_default_fused_nn_softmax23         tvmgen_default_fused_nn_softmax         228.197    0.049    (1, 16, 128, 128)  1       1        
tvmgen_default_fused_nn_softmax22         tvmgen_default_fused_nn_softmax         228.078    0.049    (1, 16, 128, 128)  1       1        
tvmgen_default_fused_nn_softmax20         tvmgen_default_fused_nn_softmax         228.008    0.049    (1, 16, 128, 128)  1       1        
tvmgen_default_fused_nn_batch_matmul_15   tvmgen_default_fused_nn_batch_matmul_1  61.495     0.013    (16, 128, 64)      2       1        
tvmgen_default_fused_nn_batch_matmul_12   tvmgen_default_fused_nn_batch_matmul_1  61.133     0.013    (16, 128, 64)      2       1        
tvmgen_default_fused_nn_batch_matmul_19   tvmgen_default_fused_nn_batch_matmul_1  61.128     0.013    (16, 128, 64)      2       1        
tvmgen_default_fused_nn_batch_matmul_16   tvmgen_default_fused_nn_batch_matmul_1  61.088     0.013    (16, 128, 64)      2       1        
